volume_cm3,surface_area_cm2,aspect_ratio,num_faces,num_edges,num_holes,num_pockets,max_depth_mm,machinability,density,tolerance_factor,is_turning,is_milling,is_drilling,is_grinding,machining_time_min
357.69,284.2,6.412,2433,684,0,3,14.43,1.8,7.85,1.0,1,1,0,0,77.129
397.08,149.9,3.573,733,2938,1,4,52.79,1.2,8.5,1.0,1,1,1,0,39.395
468.42,190.58,3.695,1802,2112,11,0,18.05,1.8,7.85,1.0,1,1,1,0,66.818
280.81,747.03,1.957,1504,2786,2,6,19.0,1.2,8.5,1.25,0,1,1,1,78.579
152.41,118.6,1.678,324,470,9,7,34.69,0.5,1.05,1.6,0,1,1,1,17.554
100.09,704.11,6.074,1512,1009,1,5,12.92,1.2,8.5,1.6,0,1,1,1,77.302
308.01,281.42,7.931,1841,1543,10,3,27.03,1.0,2.7,1.0,0,1,1,0,26.016
264.74,376.37,15.976,2161,1762,0,2,15.57,1.0,2.7,1.25,0,1,0,1,24.389
210.55,125.07,2.207,407,2230,2,0,23.44,1.0,2.7,1.6,0,1,1,0,14.19
157.24,534.3,8.784,1366,229,3,1,45.28,1.8,7.85,1.0,1,1,1,0,46.41
139.63,338.17,2.246,2353,1905,6,0,44.51,1.8,7.85,1.6,0,1,1,1,44.537
292.19,485.96,2.445,1904,2661,1,7,40.28,0.5,1.05,1.25,0,1,1,0,27.249
293.62,122.12,3.037,1613,981,7,7,10.59,1.2,8.5,1.25,0,1,1,0,31.657
238.31,568.77,1.396,163,2722,2,6,52.77,1.8,7.85,1.25,0,1,1,1,110.111
257.15,703.18,29.933,2454,1306,0,0,7.35,0.5,1.05,1.0,1,1,0,0,13.666
273.4,677.11,9.911,2183,306,9,2,22.04,5.0,4.5,1.0,1,1,1,0,224.307
425.25,277.71,3.072,1802,2055,7,7,11.93,5.0,4.5,1.25,1,1,1,1,300.364
226.69,585.99,8.024,1516,2217,8,4,44.58,0.5,1.05,1.6,1,1,1,0,42.774
143.21,234.32,42.838,1475,1311,2,2,1.44,0.5,1.05,1.0,1,1,1,0,7.357
270.61,419.21,1.73,1387,2400,5,1,33.16,1.0,2.7,1.0,0,1,1,0,19.801
205.48,707.71,3.503,705,1887,10,3,33.21,5.0,4.5,1.25,1,1,1,0,261.649
379.05,612.65,20.322,840,2714,9,3,54.74,1.2,8.5,1.6,1,1,1,1,114.212
438.32,116.99,6.782,513,2159,10,3,35.28,1.2,8.5,1.6,1,1,1,1,100.586
225.82,359.84,6.32,481,914,14,5,26.88,1.2,8.5,1.25,0,1,1,0,56.069
195.12,518.22,4.087,1349,1313,9,7,57.9,1.2,8.5,1.6,1,1,1,0,114.749
174.39,447.14,5.976,447,173,8,6,5.19,1.8,7.85,1.6,0,1,1,0,96.404
447.71,56.24,2.921,393,2095,1,5,49.83,1.8,7.85,1.6,0,1,1,0,43.933
423.83,103.38,6.98,754,1375,12,2,49.54,0.5,1.05,1.6,1,1,1,0,42.631
357.22,490.35,5.374,158,2726,10,4,56.69,1.0,2.7,1.0,1,1,1,0,69.306
173.9,541.45,2.09,1557,2998,13,1,6.64,1.0,2.7,1.6,0,1,1,1,26.452
406.37,63.04,3.064,212,2747,6,6,25.78,0.5,1.05,1.25,1,1,1,0,20.346
488.84,208.1,2.398,1296,1480,5,4,47.36,1.2,8.5,1.25,0,1,1,1,48.984
145.1,139.6,9.337,486,1072,0,7,52.3,5.0,4.5,1.25,1,1,0,0,123.647
35.32,736.57,12.82,625,2231,12,1,27.95,1.8,7.85,1.6,0,1,1,1,74.921
87.43,528.97,7.606,2150,1162,12,1,56.17,0.5,1.05,1.25,0,1,1,1,18.44
20.0,154.79,2.508,1680,1478,9,7,12.72,1.0,2.7,1.0,0,1,1,0,16.91
430.92,151.84,2.744,671,524,12,4,35.15,5.0,4.5,1.25,0,1,1,1,214.153
201.1,390.51,15.961,1685,2849,12,6,23.33,5.0,4.5,1.0,1,1,1,0,236.824
252.86,662.2,7.856,577,1871,7,3,14.61,0.5,1.05,1.6,1,1,1,1,40.992
296.53,73.6,2.554,722,1522,14,0,48.73,0.5,1.05,1.6,0,1,1,1,24.412
278.9,701.34,6.11,1840,570,1,5,54.86,0.5,1.05,1.25,0,1,1,1,27.704
345.47,450.05,10.354,1853,1280,11,5,53.29,5.0,4.5,1.25,0,1,1,0,316.857
409.64,321.35,8.364,626,1707,13,5,54.1,1.2,8.5,1.25,1,1,1,1,105.333
264.79,382.7,1.837,1659,1731,10,1,40.84,1.8,7.85,1.0,0,1,1,0,49.802
353.24,602.27,3.519,1810,1146,5,5,21.5,1.0,2.7,1.6,1,1,1,1,84.99
492.06,275.76,4.404,994,911,8,0,15.19,1.8,7.85,1.25,1,1,1,0,83.511
263.57,458.61,13.91,1756,1168,8,4,11.47,0.5,1.05,1.25,0,1,1,1,19.678
447.77,638.37,3.558,667,101,13,5,47.74,0.5,1.05,1.6,0,1,1,0,55.009
53.78,267.48,8.472,1857,770,8,3,8.32,5.0,4.5,1.0,0,1,1,0,70.792
435.55,145.85,3.137,744,1369,9,1,32.82,5.0,4.5,1.25,0,1,1,1,145.658
243.83,666.0,2.985,1756,2990,11,2,59.33,1.8,7.85,1.0,0,1,1,0,91.996
166.21,391.8,2.724,2425,863,5,7,19.64,5.0,4.5,1.25,0,1,1,1,201.183
267.89,679.53,3.043,321,1958,14,5,19.8,1.2,8.5,1.25,1,1,1,0,83.129
466.43,134.86,4.829,1989,826,1,3,24.6,1.8,7.85,1.0,1,1,1,0,73.507
457.54,127.95,2.596,1195,1826,6,3,27.46,5.0,4.5,1.25,0,1,1,1,128.953
221.96,611.23,2.03,55,2938,9,6,38.67,0.5,1.05,1.0,0,1,1,0,27.152
79.67,352.08,5.548,2190,1923,7,2,45.16,1.8,7.85,1.6,1,1,1,1,68.066
488.41,654.33,2.319,215,2324,1,5,16.69,5.0,4.5,1.0,0,1,1,0,248.599
341.8,106.24,2.745,340,602,2,7,51.33,1.0,2.7,1.0,0,1,1,0,20.484
81.72,418.15,3.087,1946,467,0,1,43.71,0.5,1.05,1.6,1,1,0,1,9.617
78.56,356.13,6.239,85,1325,10,0,12.84,1.8,7.85,1.0,0,1,1,0,18.759
81.76,762.54,8.932,224,1403,7,1,40.12,0.5,1.05,1.0,0,1,1,0,12.078
112.64,490.49,2.346,2470,1584,2,7,52.88,0.5,1.05,1.6,0,1,1,1,29.168
362.05,530.12,10.435,715,918,10,3,33.21,1.8,7.85,1.0,1,1,1,0,115.68
427.59,611.87,1.461,1458,1849,7,4,14.08,1.2,8.5,1.0,0,1,1,0,55.779
345.74,726.54,3.75,698,1484,6,2,21.12,5.0,4.5,1.0,1,1,1,0,245.634
170.18,204.02,10.978,1294,1503,2,0,35.54,5.0,4.5,1.6,0,1,1,0,82.361
343.46,124.81,4.269,1671,391,10,6,41.46,1.2,8.5,1.6,0,1,1,1,62.252
77.09,190.53,2.857,763,550,13,4,44.6,1.2,8.5,1.6,0,1,1,1,42.883
68.03,144.77,14.066,1191,2392,14,0,22.47,1.8,7.85,1.25,0,1,1,0,29.996
314.1,696.49,4.097,1097,2564,0,2,29.22,5.0,4.5,1.0,1,1,0,0,193.608
180.49,113.69,17.51,293,1271,13,3,24.5,1.0,2.7,1.25,1,1,1,0,35.468
169.23,515.95,3.666,1761,803,4,3,24.95,1.2,8.5,1.25,1,1,1,1,46.683
65.07,281.83,5.091,2237,164,2,2,44.65,5.0,4.5,1.0,1,1,1,0,76.541
274.6,387.12,10.677,870,2184,1,6,50.8,1.8,7.85,1.25,1,1,1,1,105.431
448.4,578.71,3.772,2431,1724,13,6,51.06,1.0,2.7,1.25,0,1,1,0,81.402
308.25,589.55,8.724,82,705,6,0,55.66,1.0,2.7,1.6,1,1,1,0,62.283
127.46,106.56,5.23,195,1799,14,6,26.9,1.8,7.85,1.6,0,1,1,1,64.16
107.52,562.07,1.671,1963,842,6,5,33.03,1.0,2.7,1.25,0,1,1,1,47.774
60.74,76.97,5.062,2361,2535,0,7,58.19,1.8,7.85,1.6,1,1,0,1,27.458
18.53,219.23,1.146,545,2942,1,3,56.31,5.0,4.5,1.25,0,1,1,1,55.545
95.74,513.47,2.757,429,2893,3,1,9.93,1.2,8.5,1.6,0,1,1,1,23.835
126.6,90.38,3.415,68,745,3,3,18.46,0.5,1.05,1.6,0,1,1,1,6.96
361.25,624.2,8.263,2055,968,13,3,43.45,1.0,2.7,1.6,0,1,1,1,86.656
426.82,567.56,5.423,384,2149,0,7,56.7,5.0,4.5,1.0,1,1,0,0,343.915
321.01,462.38,3.959,218,528,9,1,28.37,1.2,8.5,1.0,0,1,1,0,33.541
454.19,556.96,4.199,1338,1843,12,6,44.18,0.5,1.05,1.25,1,1,1,0,49.482
27.36,463.55,3.761,1924,2154,4,3,56.89,1.8,7.85,1.6,1,1,1,0,73.891
424.21,758.9,2.895,470,1944,10,7,26.14,1.0,2.7,1.6,0,1,1,1,123.152
204.15,386.52,7.937,1472,820,13,6,20.56,1.0,2.7,1.0,1,1,1,0,35.315
280.89,356.39,23.973,324,1762,14,6,44.45,1.8,7.85,1.6,1,1,1,1,168.342
204.24,448.75,6.584,942,886,6,1,23.94,1.2,8.5,1.0,0,1,1,0,22.85
275.72,328.54,5.94,1656,2844,1,2,38.36,1.8,7.85,1.25,1,1,1,1,63.776
29.38,280.89,1.646,812,2147,12,0,3.39,1.2,8.5,1.0,0,0,1,0,9.717
291.99,394.85,3.086,2272,2966,3,5,37.1,1.2,8.5,1.0,1,1,1,0,47.177
459.53,524.71,9.438,1787,2537,3,1,57.75,1.2,8.5,1.25,1,1,1,0,66.496
455.71,332.97,7.046,2003,1434,14,7,38.34,1.8,7.85,1.0,1,1,1,0,120.565
375.98,302.58,2.818,2010,1699,4,1,4.15,1.0,2.7,1.6,0,1,1,1,31.987
435.36,687.92,1.552,1616,287,13,2,39.01,1.8,7.85,1.0,0,1,1,0,85.726
151.62,463.89,37.957,1801,2393,0,1,55.31,1.2,8.5,1.0,1,1,0,0,24.858
492.37,131.25,3.916,1058,588,2,7,32.09,1.2,8.5,1.6,1,1,1,0,77.219
251.46,633.05,10.078,1620,1529,1,5,3.88,0.5,1.05,1.0,1,1,1,0,28.316
110.81,222.54,2.511,137,515,4,5,31.82,1.8,7.85,1.0,0,1,1,0,32.611
138.28,787.23,10.868,1926,848,8,1,49.46,1.2,8.5,1.6,1,1,1,1,63.996
97.26,322.08,7.264,289,706,6,1,33.93,5.0,4.5,1.6,0,1,1,0,122.605
91.76,221.01,1.859,1236,2466,7,5,17.83,1.2,8.5,1.6,0,1,1,1,35.825
97.85,766.74,4.329,1826,2263,5,7,15.12,0.5,1.05,1.0,0,1,1,0,28.335
181.35,265.26,5.678,168,1446,14,3,13.5,5.0,4.5,1.25,0,1,1,0,123.297
27.18,480.51,5.452,52,1236,12,5,28.62,0.5,1.05,1.6,1,1,1,1,28.999
181.03,660.93,16.573,2231,2916,14,5,3.53,1.8,7.85,1.25,0,1,1,1,102.37
41.65,137.15,2.683,458,1902,6,3,33.58,1.8,7.85,1.25,0,1,1,1,23.492
338.54,560.93,9.388,1499,2837,8,1,22.49,1.2,8.5,1.25,1,1,1,1,59.831
317.94,500.87,16.127,164,896,6,7,48.96,1.2,8.5,1.6,0,1,1,0,96.314
335.27,102.72,2.948,1675,1683,6,2,29.31,5.0,4.5,1.6,0,1,1,1,140.044
25.45,419.4,6.058,1367,1015,7,6,58.59,1.2,8.5,1.25,1,1,1,0,57.943
489.2,610.34,2.683,1462,535,12,5,44.43,1.0,2.7,1.0,0,1,1,0,49.648
230.72,322.19,10.539,1337,2838,14,4,7.84,1.0,2.7,1.25,1,1,1,1,40.119
304.84,697.73,2.319,143,894,3,0,2.61,1.2,8.5,1.25,0,0,1,1,26.576
337.22,764.4,1.58,2288,432,4,3,59.22,5.0,4.5,1.0,0,1,1,0,213.233
441.72,355.38,1.464,983,157,1,2,17.52,1.2,8.5,1.0,0,1,1,0,30.994
86.25,288.86,1.765,1021,838,6,7,18.17,1.8,7.85,1.25,0,1,1,1,62.919
211.91,780.25,5.113,450,344,1,2,26.9,5.0,4.5,1.6,0,1,1,1,211.714
283.99,460.57,6.149,1285,2768,0,1,4.46,1.0,2.7,1.25,1,1,0,1,35.02
444.53,780.67,1.669,232,2136,2,6,29.54,1.2,8.5,1.6,0,1,1,0,112.006
420.15,472.22,3.519,881,1322,4,6,17.58,1.8,7.85,1.25,1,1,1,0,111.359
498.01,509.65,2.209,1597,2422,8,6,45.84,1.2,8.5,1.6,0,1,1,0,125.876
207.18,439.77,5.639,1303,1648,13,0,32.29,1.2,8.5,1.6,1,1,1,1,70.408
285.65,560.0,11.666,2427,1346,0,1,1.98,1.8,7.85,1.0,1,1,0,0,65.1
140.57,413.68,5.375,2451,720,11,0,44.28,5.0,4.5,1.25,1,0,1,1,185.102
30.93,344.44,17.214,1695,1840,3,6,20.72,0.5,1.05,1.0,1,1,1,0,12.586
495.72,774.5,13.651,902,654,5,0,25.26,1.2,8.5,1.0,1,1,1,0,57.485
48.63,88.59,35.559,426,2585,7,3,44.66,0.5,1.05,1.25,1,1,1,1,9.918
264.62,198.01,6.145,525,254,7,2,6.08,5.0,4.5,1.6,1,1,1,1,184.643
242.42,170.93,4.728,1354,2841,13,0,40.62,5.0,4.5,1.25,0,1,1,0,147.349
160.42,792.49,1.382,1133,2576,4,1,39.58,1.2,8.5,1.25,0,1,1,0,32.367
85.53,782.92,12.605,1044,2393,9,6,15.66,1.2,8.5,1.25,1,1,1,0,91.536
312.94,594.0,2.675,1950,1196,5,7,57.35,5.0,4.5,1.0,0,1,1,0,280.224
485.87,787.35,14.04,771,869,7,0,9.19,5.0,4.5,1.25,1,1,1,0,329.924
43.51,695.98,25.028,1603,1827,3,5,15.52,1.8,7.85,1.25,0,1,1,0,73.336
251.25,509.58,2.161,722,698,6,5,16.56,1.0,2.7,1.25,0,1,1,0,41.516
378.29,614.4,3.461,594,950,4,2,43.41,1.2,8.5,1.25,0,1,1,0,49.403
235.02,289.18,11.88,65,996,2,1,13.99,1.8,7.85,1.6,0,1,1,1,41.191
408.28,267.61,5.162,1358,2574,8,4,40.77,1.8,7.85,1.6,1,1,1,0,142.886
293.93,76.12,3.94,2467,1078,6,6,22.25,1.8,7.85,1.6,0,1,1,1,56.348
100.55,333.82,4.872,575,2490,6,7,6.97,1.0,2.7,1.6,1,1,1,0,44.536
444.01,323.93,2.719,381,2662,9,0,11.73,0.5,1.05,1.25,0,1,1,1,14.387
197.86,438.73,13.097,252,2056,2,3,8.99,1.8,7.85,1.6,0,1,1,1,59.241
469.8,237.46,2.38,267,1181,8,5,11.86,0.5,1.05,1.0,0,1,1,0,16.492
481.95,638.57,1.391,1927,872,13,7,29.12,1.0,2.7,1.25,0,1,1,1,91.686
57.4,154.38,14.212,2403,978,9,0,38.92,1.0,2.7,1.6,1,0,1,0,24.147
84.04,54.84,6.14,1775,1289,3,7,25.79,5.0,4.5,1.25,1,1,1,1,82.197
24.55,386.48,2.64,673,858,10,0,13.26,0.5,1.05,1.0,0,1,1,0,3.751
162.77,225.67,1.646,283,2732,8,2,39.63,1.0,2.7,1.6,0,1,1,1,32.822
350.58,187.22,1.129,2175,309,12,5,10.23,1.8,7.85,1.25,0,1,1,1,57.236
431.01,695.4,5.986,979,470,12,3,6.28,0.5,1.05,1.0,1,1,1,0,29.477
431.19,688.68,25.5,493,935,14,1,45.03,1.8,7.85,1.6,0,1,1,1,129.448
282.42,367.05,37.033,720,1283,2,3,51.37,1.2,8.5,1.6,1,1,1,1,83.94
308.45,395.32,1.319,1996,1276,8,7,14.68,1.8,7.85,1.25,0,1,1,0,85.239
255.23,609.33,1.682,1744,1543,6,2,30.05,1.8,7.85,1.25,0,1,1,1,63.801
287.29,382.09,12.419,1608,1638,10,6,47.14,5.0,4.5,1.25,1,1,1,1,414.878
483.95,796.1,4.983,641,380,8,2,9.91,1.8,7.85,1.6,1,1,1,1,182.724
253.08,190.69,8.779,183,1085,6,3,23.36,1.8,7.85,1.0,1,1,1,0,52.284
33.88,676.31,7.072,1100,469,4,4,22.24,1.0,2.7,1.0,0,1,1,0,31.638
124.37,624.78,7.365,670,216,11,3,50.42,0.5,1.05,1.0,0,1,1,0,21.538
374.86,528.58,6.292,669,131,4,3,6.47,0.5,1.05,1.25,0,1,1,1,18.534
400.42,336.22,2.228,2218,186,9,6,33.27,1.2,8.5,1.0,0,1,1,0,45.304
84.1,246.89,4.63,1733,1957,12,4,45.04,1.8,7.85,1.25,0,1,1,1,71.318
254.76,798.24,2.66,1381,307,4,3,54.21,5.0,4.5,1.0,0,1,1,0,216.718
190.53,783.17,3.441,2069,103,13,7,49.44,1.8,7.85,1.6,1,1,1,0,237.452
322.3,52.28,2.308,52,2155,14,5,31.12,1.8,7.85,1.0,0,1,1,0,41.497
105.92,303.44,5.843,1978,381,10,7,16.16,5.0,4.5,1.6,1,1,1,0,298.082
92.42,797.02,3.943,752,1912,5,0,39.78,1.0,2.7,1.25,1,1,1,0,25.398
32.38,738.12,9.585,1426,2874,11,1,4.36,1.2,8.5,1.0,1,1,1,0,22.602
391.0,734.11,6.13,2025,2759,12,2,54.11,5.0,4.5,1.0,1,1,1,0,328.959
19.94,276.97,1.875,833,1933,11,5,23.78,1.0,2.7,1.0,0,1,1,0,19.719
147.04,614.22,9.934,1945,1692,13,1,18.71,0.5,1.05,1.6,1,1,1,1,24.674
447.09,130.5,3.324,2493,95,2,2,9.33,1.2,8.5,1.0,0,1,1,0,20.922
413.78,125.71,13.409,1109,1613,0,3,51.49,1.0,2.7,1.6,0,1,0,0,27.56
243.38,128.73,2.969,1221,1126,9,3,14.55,0.5,1.05,1.6,0,1,1,1,11.411
430.73,774.43,1.477,2438,1865,0,6,25.53,1.8,7.85,1.0,0,1,0,0,89.182
208.8,799.16,4.033,1979,2293,7,6,0.76,0.5,1.05,1.25,1,1,1,1,32.182
268.41,297.26,3.002,1816,108,3,7,23.96,1.8,7.85,1.6,0,1,1,1,89.639
38.56,108.84,3.43,1564,1673,0,2,35.06,5.0,4.5,1.25,1,1,0,1,31.539
437.25,324.68,1.57,1311,1313,1,5,10.21,1.2,8.5,1.6,0,1,1,0,59.049
215.83,594.79,3.974,2063,2128,11,0,36.12,1.0,2.7,1.25,0,0,1,1,27.745
446.71,595.42,4.189,1802,1094,13,1,34.38,5.0,4.5,1.25,1,1,1,0,284.126
43.36,597.27,2.348,97,523,13,0,50.72,1.8,7.85,1.0,0,1,1,0,53.638
333.07,702.28,1.964,828,709,1,2,55.08,5.0,4.5,1.6,0,1,1,1,233.661
395.92,609.37,9.712,598,2401,1,5,26.99,0.5,1.05,1.25,0,1,1,1,33.504
390.59,574.42,16.313,1337,2394,10,2,44.22,1.2,8.5,1.25,0,1,1,1,66.171
448.59,763.18,4.484,558,2073,5,5,48.94,1.2,8.5,1.0,0,1,1,0,65.429
104.1,127.29,4.342,2428,1242,11,2,35.17,1.8,7.85,1.25,0,1,1,1,38.211
318.98,73.69,1.888,1433,2713,7,5,48.37,0.5,1.05,1.25,0,1,1,1,15.215
261.61,601.26,2.791,2473,1679,2,0,4.75,1.2,8.5,1.25,0,0,1,0,22.586
97.27,131.04,25.836,229,1557,11,1,54.86,0.5,1.05,1.6,1,1,1,1,23.278
410.73,419.52,4.852,908,338,9,1,31.78,1.8,7.85,1.25,0,1,1,0,66.35
315.34,174.63,5.777,1899,1316,6,5,40.7,1.0,2.7,1.25,0,1,1,1,35.523
443.44,714.75,3.205,2281,953,1,0,38.39,1.2,8.5,1.25,1,1,1,1,51.396
318.69,293.73,6.286,958,2035,9,1,10.08,0.5,1.05,1.6,1,1,1,1,26.022
426.84,497.78,3.205,544,933,7,5,25.26,1.0,2.7,1.25,0,1,1,0,54.08
237.86,495.82,10.101,169,2518,7,7,24.78,1.8,7.85,1.6,1,1,1,1,177.78
13.32,573.7,10.817,1181,684,2,4,33.16,1.0,2.7,1.25,0,1,1,0,31.302
201.35,191.89,4.881,902,759,9,5,53.51,1.8,7.85,1.25,1,1,1,1,82.14
397.22,443.52,3.863,1222,952,3,5,11.32,5.0,4.5,1.25,1,1,1,1,314.007
54.94,125.03,2.791,1940,2934,9,7,52.64,0.5,1.05,1.0,0,1,1,0,11.187
286.97,526.26,7.874,975,1364,5,6,7.35,5.0,4.5,1.25,0,1,1,0,250.968
136.74,643.2,10.696,2461,1644,4,6,47.87,1.8,7.85,1.6,1,1,1,1,143.892
211.27,148.38,3.717,455,2652,13,4,46.15,1.0,2.7,1.0,1,1,1,0,35.259
403.06,600.81,18.123,652,2494,3,7,23.22,0.5,1.05,1.0,1,1,1,0,34.782
390.79,65.7,3.829,2366,1658,6,3,10.65,1.8,7.85,1.25,1,1,1,1,60.465
140.01,687.07,1.277,689,2564,12,5,57.55,0.5,1.05,1.0,0,1,1,0,29.171
467.49,371.7,7.905,253,1781,14,5,21.4,1.0,2.7,1.0,0,1,1,0,43.59
29.91,782.88,5.862,1307,757,0,4,14.68,1.2,8.5,1.6,0,1,0,1,74.286
60.16,615.62,1.413,2266,2104,2,0,34.71,1.2,8.5,1.6,0,1,1,0,17.945
238.32,780.74,4.154,1210,1393,8,0,8.46,0.5,1.05,1.0,1,0,1,0,13.157
89.38,327.89,19.56,2042,1927,12,3,27.14,1.0,2.7,1.25,0,1,1,0,27.948
379.26,133.48,11.03,970,1421,2,0,28.18,5.0,4.5,1.25,0,1,1,0,91.588
312.77,433.44,5.21,1466,1557,5,6,21.24,5.0,4.5,1.6,1,1,1,1,401.017
271.18,232.04,2.113,1645,2423,1,4,4.48,5.0,4.5,1.0,0,1,1,0,88.876
476.33,729.61,4.171,2185,1361,1,4,28.4,1.0,2.7,1.25,1,1,1,1,78.8
117.12,151.68,1.789,1278,2318,10,3,33.91,0.5,1.05,1.6,0,1,1,0,16.66
375.33,644.01,4.585,1997,336,12,4,59.56,1.2,8.5,1.0,1,1,1,0,88.098
306.88,765.51,2.505,332,1697,9,5,22.66,5.0,4.5,1.6,0,1,1,1,452.833
403.46,75.87,1.563,1613,818,9,4,1.61,1.8,7.85,1.6,0,1,1,1,58.298
250.32,154.81,5.75,1503,844,3,0,38.16,1.2,8.5,1.6,1,1,1,1,40.685
246.98,659.31,12.304,960,2851,7,0,38.96,1.2,8.5,1.25,1,1,1,1,55.104
369.61,336.59,2.542,1352,149,9,5,5.88,1.8,7.85,1.25,0,1,1,1,76.323
488.99,607.54,7.251,837,1702,6,1,19.05,1.2,8.5,1.6,1,1,1,1,86.961
430.18,551.23,5.35,701,389,5,2,18.97,1.2,8.5,1.6,1,1,1,1,97.338
446.82,670.27,1.329,752,682,10,3,9.67,0.5,1.05,1.6,0,1,1,1,29.81
236.35,421.55,31.9,1346,1753,11,2,3.87,1.0,2.7,1.0,1,1,1,0,29.412
312.84,592.29,4.947,1619,2614,10,2,15.27,1.2,8.5,1.6,0,1,1,0,54.51
62.88,442.54,4.089,1037,1474,10,5,9.93,1.0,2.7,1.25,1,1,1,0,36.248
218.0,662.11,2.262,331,1335,12,4,56.98,1.8,7.85,1.0,0,1,1,0,93.32
425.86,301.27,5.024,1645,2231,11,5,51.02,1.8,7.85,1.6,0,1,1,1,106.156
164.85,415.5,3.195,1078,2015,5,7,44.42,1.0,2.7,1.0,0,1,1,0,37.947
72.89,150.61,12.186,2289,2053,8,6,33.66,1.8,7.85,1.25,1,1,1,1,56.812
166.74,720.61,5.018,870,1287,14,1,38.39,1.0,2.7,1.0,1,1,1,0,43.078
132.97,584.55,4.599,813,922,2,7,27.31,1.2,8.5,1.25,1,1,1,1,74.207
330.59,364.35,2.53,308,2700,13,2,33.92,1.8,7.85,1.6,0,1,1,0,101.874
393.59,333.09,8.069,1890,1688,2,1,44.64,0.5,1.05,1.25,1,1,1,0,22.385
227.24,329.51,2.619,678,1627,6,6,14.21,1.8,7.85,1.6,0,1,1,0,97.92
250.67,82.61,18.712,2159,997,7,6,11.76,0.5,1.05,1.25,1,1,1,1,16.335
46.25,55.27,22.03,1673,92,0,6,40.18,1.2,8.5,1.0,1,1,0,0,8.351
482.96,107.54,10.572,700,691,4,3,50.96,5.0,4.5,1.0,1,1,1,0,217.8
144.79,624.22,3.399,1092,2173,4,7,24.89,1.2,8.5,1.25,1,1,1,0,65.527
341.54,797.05,9.888,1820,282,4,2,36.56,5.0,4.5,1.6,1,1,1,1,387.182
307.43,248.8,1.327,1385,1825,13,0,19.66,5.0,4.5,1.6,0,1,1,1,173.258
244.1,385.06,1.619,874,1640,13,7,47.02,5.0,4.5,1.6,0,1,1,1,435.838
78.8,86.62,1.981,831,231,8,4,37.59,1.8,7.85,1.0,0,1,1,0,27.676
128.43,66.96,6.467,1465,2015,2,4,43.09,5.0,4.5,1.6,0,1,1,1,81.136
326.29,655.81,4.298,1623,1711,4,7,39.39,1.8,7.85,1.6,0,1,1,1,175.267
192.91,333.19,5.706,2457,1933,12,4,36.6,5.0,4.5,1.6,0,1,1,1,280.397
130.81,639.05,5.756,1964,2568,13,2,27.5,0.5,1.05,1.25,1,1,1,1,22.827
488.06,539.91,11.158,1274,2315,11,7,20.17,1.2,8.5,1.25,0,1,1,1,100.276
436.48,55.4,6.559,2294,2997,2,5,15.86,1.8,7.85,1.25,1,1,1,1,75.767
42.02,533.72,10.66,2261,1425,7,4,11.48,1.8,7.85,1.0,1,1,1,0,55.931
120.4,653.07,3.453,1295,1575,3,3,0.95,0.5,1.05,1.6,1,1,1,0,23.43
419.39,114.71,7.173,302,2121,14,2,16.25,1.2,8.5,1.0,0,1,1,0,25.313
486.53,148.34,3.654,342,2403,5,0,58.46,5.0,4.5,1.25,1,1,1,1,258.857
285.07,123.57,2.036,969,621,10,6,10.23,1.8,7.85,1.0,0,1,1,0,32.822
379.86,661.67,9.469,454,2807,8,3,34.23,1.2,8.5,1.0,0,1,1,0,44.383
436.26,377.29,2.769,840,2052,9,3,57.3,1.0,2.7,1.25,0,1,1,1,48.795
88.19,357.92,5.184,2457,2232,14,1,23.58,1.8,7.85,1.0,1,1,1,0,35.625
350.97,646.69,1.413,699,2862,3,0,12.52,1.0,2.7,1.6,0,0,1,0,31.045
297.9,233.18,14.543,311,706,4,1,58.74,1.2,8.5,1.25,1,1,1,0,51.893
408.43,614.37,2.793,408,2522,8,0,30.56,1.0,2.7,1.0,0,0,1,0,25.233
472.16,64.97,3.237,840,433,0,2,23.22,0.5,1.05,1.25,1,1,0,1,21.204
320.33,90.9,2.869,2238,605,10,7,43.18,0.5,1.05,1.0,0,1,1,0,15.161
453.49,602.43,66.388,1620,1651,7,0,20.42,1.0,2.7,1.25,0,1,1,1,30.918
238.72,690.37,3.234,1116,127,3,3,31.51,0.5,1.05,1.0,0,1,1,0,16.711
60.77,720.07,4.644,1777,1759,2,7,31.24,5.0,4.5,1.6,0,1,1,0,451.279
408.57,787.27,4.191,771,2492,10,1,36.47,1.0,2.7,1.0,1,1,1,0,49.203
217.16,342.36,5.486,1282,410,3,2,8.45,5.0,4.5,1.25,0,1,1,1,99.375
482.59,610.09,3.139,292,359,8,5,38.55,1.2,8.5,1.6,1,1,1,1,134.117
213.89,295.09,1.34,2223,2430,14,5,50.46,5.0,4.5,1.25,0,1,1,1,278.271
139.34,703.56,7.77,638,2896,12,4,45.36,0.5,1.05,1.25,0,1,1,1,30.479
139.83,289.44,25.144,1827,1569,0,3,53.67,5.0,4.5,1.6,1,1,0,1,159.225
458.04,753.96,3.296,842,210,6,6,17.8,0.5,1.05,1.6,1,1,1,0,64.004
122.44,286.83,6.243,760,1081,11,1,30.3,1.8,7.85,1.0,0,1,1,0,35.711
329.52,181.8,11.54,1015,81,4,5,8.69,0.5,1.05,1.0,1,1,1,0,20.362
166.34,582.84,3.925,596,1053,6,0,33.69,1.0,2.7,1.6,1,1,1,0,38.972
